Application ID,Submission ID,Applicant Role,"Association, Cooperative, or Owner",Address Number,Street Direction,Street Name,Street Type,Number of Units,PIN,Vote Date,Recorded Date,Signed Date,Latitude,Longitude,Location
1837,PB2017A01837,authorized agent,Wolcott Winona Condo Association,1901-1911,W,Winona,ST,26,14-07-406-021-0000,09/30/2005,09/01/2017,09/01/2017,41.974637975,-87.676437228,"(41.974637974935966, -87.67643722773046)"
1118,PB2017A01118,President,Lakewood Commons West Condo Assoc,1326-1330,W,Belden,AVE,50,147-32-105-019-1001-1099,01/31/2017,02/15/2017,02/15/2017,41.923545547,-87.661854338,"(41.923545546503235, -87.66185433754927)"
467,PB2016A00467,Authorized Agent,Millworks Condominium Assoc,2011,W,Belmont,AVE,36,14-30-106-093-1001-1072,,,08/17/2016,41.93945708,-87.678850269,"(41.939457079782464, -87.67885026919784)"
1226,PB2017A01226,Board President,Garibaldi Square on the Park Condo Assoc,641-727,S,Ashland,AVE,42,17-17-300-107-1001-1042,,03/13/2017,03/13/2017,41.872966278,-87.666424811,"(41.8729662784526, -87.6664248110517)"
2650,PB2019A02650,Manager,,3523,W,Fullerton,AVE,3,13-35-201-005-0000,,10/01/2019,10/01/2019,41.924520882,-87.714757285,"(41.92452088186192, -87.71475728516636)"
517,PB2016A00517,Community Manager/Agent,Lakeside Lofts Condominium Assoc,2025-2035,S,Indiana,AVE,96,17-22-314-037-1001,,08/26/2016,09/07/2016,41.854769656,-87.62211709,"(41.854769656142295, -87.62211709007104)"
945,PB2017A00945,President,Glen Rose Condo Assoc,1349-1355,W,Rosemont,AVE,12,14-05-112-036-1001-1012,,,12/28/2016,41.996223614,-87.664897392,"(41.9962236143185, -87.66489739248463)"
2204,PB2018A02204,Property Manager,,1304,W,Ohio,ST,7,17-08-119-021-0000,,04/02/2018,04/02/2018,41.892629458,-87.659754018,"(41.892629458443004, -87.65975401755938)"
1178,PB2017A01178,Vice President,,3130,N,Lake Shore,DR,297,"14-28-201-017-0000, 14-28-201-018-0000",,03/03/2017,03/03/2017,41.938579324,-87.637903131,"(41.93857932428354, -87.63790313086152)"
927,PB2017A00927,Authorized Agent,4310-4322 N Clarendon Condo Assoc,4310-4322,N,Clarendon,AVE,45,14-17-407-055-1001-1045,11/28/2016,,12/13/2016,41.960687021,-87.650026927,"(41.960687020516204, -87.6500269271258)"
559,PB2016A00559,Owner,,3754,N,Monticello,AVE,8,13-23-122-017-0000,,,09/15/2016,41.949926093,-87.719072622,"(41.94992609257115, -87.71907262209476)"
38,PB2016A00038,Authorized Agent,Chicago Residential Inc.,2440,N,Lakeview,AVE,95,14-28-322-015-0000,,03/17/1958,07/25/2016,41.926784401,-87.639306431,"(41.92678440086793, -87.63930643060752)"
893,PB2017A00893,Authorized Agent,Union Lofts CA,3500,S,Sangamon,ST,80,17-32-402-023-0000,,,08/08/2016,41.83065383,-87.649497261,"(41.8306538302892, -87.64949726072523)"
1873,PB2017A01873,authorized agent,,1351,S,Clark,ST,1,17-21-211-185-0000,,09/11/2017,09/11/2017,41.864352523,-87.630175102,"(41.864352522592014, -87.63017510241866)"
1588,PB2017A01588,Agent,Carl Sandburg Village Condo Assn,1400-1422,N,Sandburg,TER,60,17-04-209-044-1001,,08/10/2017,08/10/2017,41.907947269,-87.6323378,"(41.90794726850649, -87.63233779984058)"
1568,PB2017A01568,authorized agent,North Town Village Condo Assoc,719-723,W,Evergreen,AVE,145,17-04-113-100-1086-1088,,08/10/2017,08/10/2017,41.906255425,-87.646331939,"(41.90625542537183, -87.64633193920021)"
3093,PB2020A03093,Registered Agent,Granville/Paulina Condominiums Association,1637-1639,W,granville,AVE,7,14-06-217-001-0000,04/26/2020,08/14/2020,08/14/2020,41.994302986,-87.671709631,"(41.99430298581297, -87.67170963120655)"
897,PB2017A00897,Authorized Agent,Aspen Burnham Station CA,51,W,15th,ST,22,17-21-210-145-1001-10222,,,08/08/2016,41.861815569,-87.629292114,"(41.861815568885234, -87.6292921143974)"
1156,PB2017A01156,"managing agent, TCC Realty LLC",,4014-4016,N,Southport,AVE,12,14-17-314-022-0000,,02/23/2017,02/23/2017,41.954845019,-87.664371034,"(41.954845018517354, -87.66437103409281)"
1650,PB2017A01650,Authorized Agent,University Commons of Chicago Condo Association,1221-1229,E,57th,ST,32,20-14-214-026-1001,08/09/2016,08/11/2017,08/11/2017,41.791346177,-87.595564276,"(41.79134617650115, -87.59556427570486)"
1882,PB2017A01882,authorized agent,,1405,S,Clark,ST,1,17-21-211-170-0000,,09/11/2017,09/11/2017,41.863818298,-87.630159333,"(41.86381829825283, -87.63015933253959)"
928,PB2017A00928,Board President,Kensington Park 1 Townhome Owners Assoc,1800-1830,S,Indiana,AVE,39,17-22-307-060-0000 thru 17-22-307-098-0000,,,10/18/2016,41.857834872,-87.622477674,"(41.85783487220269, -87.6224776736373)"
2606,PB2019A02606,Property Manager,Cullerton Station Condomium Association,1909-1935,S,State,ST,56,17-22-305-053-1001 through 17-22-305-01056,,09/27/2019,09/27/2019,41.856275785,-87.627020606,"(41.85627578462746, -87.62702060610299)"
527,PB2016A00527,Authorized Agent,Sunnycourt Condominium Assoc,906-934,W,Sunnyside,AVE,62,14-17-222-021-0000,,,09/13/2016,41.963743151,-87.652711397,"(41.96374315102293, -87.65271139670823)"
1529,PB2017A01529,authorized agent,North Town Village Condo Assoc,758,W,Fair,PL,145,17-04-113-100-1016,,08/10/2017,08/10/2017,41.906123845,-87.647965089,"(41.90612384543219, -87.64796508894888)"
138,PB2016A00138,President,840 North Lake Shore Drive Condominium Assoc,840,N,Lake Shore,DR,71,17-03-0228-029-8002,,09/11/2003,07/26/2016,41.897831233,-87.617906129,"(41.89783123289037, -87.61790612940916)"
1527,PB2017A01527,President,Lawndale Apartments,3122,W,Douglas,BLVD,999,16-233-220-006-000,,08/10/2017,08/10/2017,41.863089441,-87.704105037,"(41.86308944125345, -87.7041050365931)"
2622,PB2019A02622,Manager,,2848,N,Seminary,AVE,19,14-29-223-027-0000,,09/30/2019,09/30/2019,41.934051116,-87.656483294,"(41.93405111579201, -87.65648329435417)"
170,PB2016A00170,Authorized Agent,555 Cornelia Condominium Assoc,555,W,Cornelia,AVE,229,14-21-305-030-1001-1125       14-21-305-030-1127-1163        14-21-305-030-1165-1201        14-21-305-030-1204-1206       14-21-305-030-1208-1221       14-21-305-030-1223-1228       14-21-305-030-1230-1233,,,07/27/2016,41.945990264,-87.6443372,"(41.94599026354412, -87.6443371995947)"
1152,PB2017A01152,"managing agent, TCC Realty LLC",,900-902,W,Addison,ST,15,14-20-229-037-0000,,02/23/2017,02/23/2017,41.947393345,-87.651966865,"(41.947393345059574, -87.65196686515542)"
545,PB2016A00545,Authorized Agent,"RTS Properties LLC, 3300 W Wrightwood Series",3300,W,Wrightwood,AVE,7,13-26-413-026-0000,,,08/30/2016,41.928440109,-87.710930454,"(41.92844010893024, -87.71093045413782)"
342,PB2016A00342,Property Manager,881 N. La Salle Condominium Assoc,881,N,La Salle,DR,4,17-04-440-031-1001-1004,,,08/03/2016,41.898947494,-87.632629894,"(41.898947493620696, -87.63262989438945)"
2617,PB2019A02617,Manager,,1705,W,Rascher,AVE,6,14-07-208-031-0000,,09/30/2019,09/30/2019,41.980584342,-87.672454482,"(41.98058434234966, -87.67245448237728)"
1573,PB2017A01573,PRESIDENT,GARIBALDI SQUARE HOMEOWNER'S ASSOCIATION,1407-1529,W,HARRISON,ST,999,17173000700000,12/10/0016,08/10/2017,08/10/2017,41.874086827,-87.662135148,"(41.874086827459045, -87.66213514843398)"
102,PB2016A00102,Authorized Agent,Buena Clarendon Condominium Assoc,752,W,Buena,AVE,12,14-16-302-032-1001-1012,,,07/29/2016,41.958601609,-87.649473275,"(41.958601609177656, -87.64947327469463)"
1039,PB2017A01039,authorized agent,Linden Grove III Condo Assoc,2432-2436,W,Farragut,AVE,20,13-12-234-009-1001-1020,,02/01/2017,02/01/2017,41.976892478,-87.690382722,"(41.97689247808546, -87.69038272160508)"
522,PB2016A00522,Authorized Agent,50 E. Chestnut Condominium Assoc,50,E,Chestnut,ST,34,17-03-217-018-1001,,,08/22/2016,41.898465006,-87.626332546,"(41.898465006200965, -87.62633254605812)"
1268,PB2017A01268,Registered Agent,,703,W,Willow,ST,16,14-33-314-009-0000,,03/27/2017,03/27/2017,41.913753774,-87.646093469,"(41.91375377422639, -87.6460934692168)"
2695,PB2019A02695,Manager,,2852,W,Rosemont,AVE,19,13-01-106-019-0000,,10/02/2019,10/02/2019,41.995850227,-87.701694743,"(41.99585022702653, -87.70169474346503)"
623,PB2016A00623,Authorized Agent,Chelsea Townhomes,1133,W,Monroe,ST,1,17-17-210-069-0000,,,09/22/2016,41.880237653,-87.655989954,"(41.88023765301356, -87.65598995360621)"
2487,PB2019A02487,Condominium Board President,Gotham Lofts Condominium Association,417,S,Jefferson,ST,187,17-16-127-11-1001 up to and including 17-16-127-011-1188,03/23/2016,03/18/2019,03/18/2019,41.876243117,-87.642335959,"(41.876243116741634, -87.64233595913396)"
139,PB2016A00139,Agent,1448 N Lake Shore Drive Building Corporation,1448,N,Lake Shore,DR,52,17-03-103-021-0000,,,08/02/2016,41.909204829,-87.62623932,"(41.909204828678796, -87.62623932012059)"
1066,PB2017A01066,Registered Agent,,5210-5214,S,Woodlawn,AVE,85,20-11-312-011-0000-20-11-312-012-0000,,02/02/2017,02/02/2017,41.800547694,-87.59681436,"(41.80054769427324, -87.5968143599121)"
2313,PB2018A02313,Registered Agent,,801-811,W,Bradley,PL,20,14-20-223-049-1002-1017,,05/02/2018,05/02/2018,41.950005925,-87.649694693,"(41.9500059245378, -87.64969469334677)"
1179,PB2017A01179,Vice President,,500,W,Belmont,AVE,72,14-21-314-031-0000,,03/03/2017,03/03/2017,41.94019151,-87.642043714,"(41.9401915096454, -87.64204371445956)"
2382,PB2018A02382,authorized agent,One East 15th Place Condominium,1529,S,State,ST,143,17-22-106-093-1001-1297,09/26/2017,10/09/2018,10/09/2018,41.861078123,-87.627124025,"(41.86107812296756, -87.62712402454996)"
71,PB2016A00071,Authorized Agent,Carriage Place on Orleans Condos,1500,N,Orleans,ST,12,17-04-200-036-0000                   17-04-200-037-0000,,07/07/2016,07/22/2016,41.90940985,-87.637721487,"(41.90940985004708, -87.63772148732674)"
1633,PB2017A01633,Agent,River North Commons Condo Assn,521-525,W,Superior,ST,198,17-09-118-015-1425,,08/11/2017,08/11/2017,41.895380873,-87.642360652,"(41.89538087313116, -87.64236065186535)"
1229,PB2017A01229,registered agent,Lincoln Park Plaza LLC,600,W,Diversey,PKWY,256,"14-28-121-004-0000, 14-28-122-003-0000",10/07/0016,03/14/2017,03/14/2017,41.932921452,-87.644348544,"(41.93292145205261, -87.64434854414748)"
925,PB2017A00925,Authorized Agent,Coliseun Park Condo Assoc,1440,S,Wabash,AVE,39,17-22-106-114-0000 and 17-22-106-115-0000,,,12/15/2016,41.862931722,-87.62587567,"(41.862931722246444, -87.62587567022824)"
461,PB2016A00461,Authorized Agent,534-552 W. Bompton Condominium Assoc,534-552,W,Brompton,AVE,61,14-21-111-010-1001-1061,,,08/17/2016,41.947377752,-87.644257475,"(41.947377752373, -87.64425747525277)"
1836,PB2017A01836,Owner,,1826,W,Patterson,AVE,3,14-19-226-010-0000,,09/01/2017,09/01/2017,41.947935646,-87.675482155,"(41.947935645967995, -87.67548215491345)"
73,PB2016A00073,Authorized Agent,933 Van Buren Condominium,933,W,Van Buren,ST,180,17-17-235-019-1001-1180,,12/02/2002,07/22/2016,41.876507056,-87.650839788,"(41.876507056324016, -87.65083978753383)"
1185,PB2017A01185,Vice President,,2815,N,Pine Grove,AVE,94,14-28-124-019-0000,,03/03/2017,03/03/2017,41.933337954,-87.641213209,"(41.93333795438663, -87.64121320941341)"
1898,PB2017A01898,authorized agent,,1444,S,Federal,ST,10,17212110200000,,09/11/2017,09/11/2017,41.862850418,-87.629484888,"(41.86285041793166, -87.62948488820795)"
694,PB2016A00694,Registered Agent,Deming II LLC,629,W,Deming,PL,86,14-28-314-006-0000,10/05/2016,,10/06/2016,41.927796665,-87.645330377,"(41.927796664640034, -87.64533037700147)"
1360,PB2017A01360,Registered Agent,State Place Condominium Assoc,1101,S,State,ST,242,17-15-308-039-1001-1481,,06/05/2017,06/05/2017,41.869145914,-87.627319015,"(41.869145914066614, -87.62731901470573)"
862,PB2017A00862,Owner,Lawndale Apartments,1134,S,Central Park,AVE,,16-14-328-038-0000,,,08/29/2016,41.867165395,-87.71559118,"(41.867165394941416, -87.71559117986507)"
1413,PB2017A01413,President,4012 S.lNDIANA CONDOMINIUM ASSOCIATION,4012,S,Indiana,AVE,8,"20-03-108-034-1001, 20-03-108-034-1002, 20-03-108-034-1003, 20-03-108-034-1004, 20-03-108-034-1005, 20 - 03 - 108 - 034- 1006, 20-03-108-034-1007, 20-03-108-034-1008",,06/30/2017,06/30/2017,41.821577722,-87.621692036,"(41.82157772222354, -87.62169203568881)"
977,PB2017A00977,Authorized Agent,2144 Condo Assoc,2144,N,Lincoln Park West,,92,14-33-206-052-1001-1152,08/26/1981,,01/13/2017,41.921505027,-87.636589712,"(41.92150502692454, -87.63658971224659)"
835,PB2017A00835,Owner,Northtown Village Phase II,708,W,Evergreen,AVE,,17-04-113-100-1065,,,08/29/2016,41.906476726,-87.64621583,"(41.90647672595279, -87.64621583025428)"
1352,PB2017A01352,President,Henderson Lamon Condo Association,4854-4856,W,Henderson,ST,17,1321411011000,,05/25/2017,05/25/2017,41.941644348,-87.749142617,"(41.9416443475177, -87.74914261684847)"
291,PB2016A00291,Property Manager,Harrison St Lofts Condominium Assoc,437,S,Clark,ST,60,17-16-244-048-1001-1097,,,08/03/2016,41.875995544,-87.630576973,"(41.875995544479224, -87.63057697255093)"
424,PB2016A00424,Registered Agent,Woodlands of Bronzeville Condominium Assoc,605-637,E,Woodland PARK,,240,17-34-219-150-0000,,,08/15/2016,41.832046639,-87.610715074,"(41.832046638833155, -87.6107150742344)"
1194,PB2017A01194,Vice President,,1940,N,Lincoln,AVE,55,14-33-401-029-0000,,03/03/2017,03/03/2017,41.917438237,-87.637778662,"(41.91743823685654, -87.63777866237295)"
1789,PB2017A01789,Owner,,3153,N,Hudson,AVE,4,14-28-103-024-0000,,08/23/2017,08/23/2017,41.939301,-87.640753001,"(41.93930099997102, -87.64075300126714)"
561,PB2016A00561,Owner,,1900,W,Dickens,AVE,7,14-31-209-036-0000,,,09/15/2016,41.919726346,-87.675298127,"(41.91972634602851, -87.6752981274528)"
1117,PB2017A01117,President,Lakewood Commons West Condo Assoc,2301,N,Wayne,AVE,50,14-32-105-019-1001-1099,01/31/2017,02/15/2017,02/15/2017,41.923526563,-87.661899663,"(41.923526563248096, -87.66189966270355)"
796,PB2016A00796,Authorized Agent,73 East Elm Street Condo Assoc,73,E,Elm,ST,48,17-03-201-068-1001-1058,,,11/01/2016,41.903118222,-87.625874956,"(41.90311822175167, -87.62587495637733)"
148,PB2016A00148,Property Manager,New York Private Residences Condominium Assoc,3660,N,Lake Shore,DR,594,14-21-110-048-1001-1594         14-21-110-048-1597-2129,,,08/01/2016,41.950172565,-87.644548158,"(41.95017256462572, -87.6445481581548)"
2435,PB2018A02435,Owner,,947-953,N,Kedzie,AVE,6,16-01-313-001-0000,,11/19/2018,11/19/2018,41.89882199,-87.7065152,"(41.89882198951364, -87.7065152003875)"
2639,PB2019A02639,Manager,,1532,W,Wilson,AVE,18,14-17-106-034-0000,,10/01/2019,10/01/2019,41.96534651,-87.669191859,"(41.96534651001253, -87.66919185887375)"
2395,PB2018A02395,Chief Financial Officer,,3157-3159,N,Seminary,AVE,24,14-21-202-039-0000,,10/12/2018,10/12/2018,41.939728689,-87.656384921,"(41.939728689443484, -87.65638492084737)"
3079,PB2020A03079,Owner,,4646,N,Damen,AVE,24,14-18-1147-021-0000 & 14-18-114-014-0000,,07/08/2020,07/08/2020,41.966493063,-87.679267201,"(41.966493063194775, -87.67926720137021)"
26,PB2016A00026,President,111 E Chestnut Condo Assoc,111,E,Chestnut,ST,444,17-03-225-078-1001-1449,,,07/21/2016,41.898261619,-87.625164692,"(41.89826161908875, -87.62516469194003)"
240,PB2016A00240,President,Caravel Condominium Assoc,635,N,Dearborn,ST,124,17-09-227-033-1001-1124,,02/26/2003,07/28/2016,41.893435999,-87.629553314,"(41.893435999277635, -87.6295533135753)"
2652,PB2019A02652,Manager,,3544,W,Belden,AVE,10,13-35-203-027-0000,,10/01/2019,10/01/2019,41.922899798,-87.715552703,"(41.9228997976157, -87.71555270260525)"
2776,PB2019A02776,MANAGER,,1744,W,18th,ST,6,17-19-406-031-0000,,10/02/2019,10/02/2019,41.857842989,-87.670499698,"(41.8578429891608, -87.6704996982014)"
2634,PB2019A02634,Manager,,6656,N,Damen,AVE,13,11-31-302-026-0000,,10/01/2019,10/01/2019,42.003065245,-87.680450378,"(42.00306524508387, -87.68045037835672)"
1122,PB2017A01122,Registered Agent,Lake Park Plaza Condominium Association Inc.,3930,N,Pine Grove,AVE,448,14--21-100-018-1001 through 14-21-100-018-1451,,02/16/2017,02/16/2017,41.953774064,-87.648060676,"(41.953774064116395, -87.64806067621346)"
2100,PB2017A02100,President,Crilly Court Condo Assoc,206-210,W,Eugenie,ST,90,14-33-419-008-1077-1090,12/21/0016,12/19/2017,12/19/2017,41.912988281,-87.63508512,"(41.91298828062303, -87.63508511953339)"
323,PB2016A00323,Property Manager,Deming on the Park Condominium Assoc,454-456,W,Deming,PL,8,14-28-318-092-1001-1008,,,08/03/2016,41.929180443,-87.641183221,"(41.92918044307396, -87.64118322099837)"
1821,PB2017A01821,AUTHORIZED AGENT,LANDMARK GARDEN CA,3540,S,DEARBORN,ST,1,17334260144031,,08/28/2017,08/28/2017,41.829609259,-87.628214926,"(41.82960925852979, -87.62821492584347)"
1058,PB2017A01058,Registered Agent,,420,W,Fullerton,PKWY,103,14-28-322-026-0000,,02/02/2017,02/02/2017,41.925701337,-87.640005029,"(41.92570133694689, -87.64000502869395)"
1061,PB2017A01061,Registered Agent,,434,W,Wellington,AVE,72,14-28-109-010-0000,,02/02/2017,02/02/2017,41.936680483,-87.640837191,"(41.93668048259911, -87.64083719087844)"
431,PB2016A00431,Registered Agent,Brighton of Lincoln Park West,2322-2330,N,Lincoln Park West,,75,14-33-201-020-0000,,,08/15/2016,41.924536028,-87.636682763,"(41.9245360277644, -87.63668276313297)"
562,PB2016A00562,Owner,,4848-4850,N,Bell,AVE,6,14-07-320-018-0000 thru 14-07-320-019-0000,,,09/15/2016,41.970110481,-87.685453396,"(41.970110480613364, -87.68545339587315)"
1726,PB2017A01726,Owner,,212-214,N,MAY,ST,16,17084190070000,,08/11/2017,08/11/2017,41.885971311,-87.655800126,"(41.88597131130459, -87.655800125991)"
1797,PB2017A01797,Owner,,3920,N,Janssen,AVE,4,14-20-101-025-0000,,08/23/2017,08/23/2017,41.953165224,-87.665962976,"(41.953165223616196, -87.66596297636845)"
886,PB2017A00886,Authorized Agent,West Haven Park Homes CA,120,N,Leavitt,ST,62,17-07-321-048-1001-1009,,,08/08/2016,41.883687058,-87.681734981,"(41.88368705810943, -87.68173498067678)"
167,PB2016A00167,Authorized Agent,1260 Astor Street Building Corporation,1260,N,Astor,ST,13,17-03-109-017-0000,,,08/08/2016,41.905705501,-87.627433074,"(41.9057055008613, -87.62743307417152)"
495,PB2016A00495,President,Villas of Edison Park Condominium Assoc,6800,N,Harlem,AVE,16,09-36-229-041-1004,,,08/19/2016,42.004520116,-87.806864684,"(42.00452011628161, -87.80686468412978)"
3196,PB2021A03196,Owner,,2523-2527,W,Lawrence,AVE,30,13-13-205-001-0000,,11/03/2021,11/03/2021,41.968473331,-87.692272644,"(41.96847333077661, -87.69227264440283)"
930,PB2017A00930,President,1510 North Dearborn Condominium,1510,N,Dearborn,PKWY,18,17-04-208-033-1001-1023,11/14/2016,,11/14/2016,41.909823461,-87.630310307,"(41.909823461438016, -87.63031030724655)"
2212,PB2018A02212,Property Manager,,1651,N,Claremont,AVE,5,14-31-327-007-0000,,04/03/2018,04/03/2018,41.911785229,-87.685892427,"(41.91178522902931, -87.68589242708022)"
811,PB2016A00811,President,Park 1500 Condo Lofts,6,S,Laflin,ST,326,17-17-101-045-1001 & 17-17-101-045-1671,08/10/2016,,10/03/2016,41.881321534,-87.664561377,"(41.88132153435288, -87.66456137666425)"
2973,PB2019A02973,property manager,,1659,W,huron,ST,9,17-07-211-001-0000,,10/30/2019,10/30/2019,41.89411001,-87.669543913,"(41.89411001017249, -87.66954391278715)"
109,PB2016A00109,Authorized Agent,Lunt at the Park Condominium Assoc,2654-2656,W,Lunt,AVE,15,10-36-211-034-1001-1015,,,07/29/2016,42.008625343,-87.697105384,"(42.00862534343065, -87.69710538440577)"
1125,PB2017A01125,authorized agent,Eugenie Terrace Townhouses Condo Assoc,1740,N,Clark,ST,72,14-33-414-062-1001-1072,,02/16/2017,02/16/2017,41.914103158,-87.633588516,"(41.914103157969926, -87.63358851590657)"
2466,PB2019A02466,authorized agent,Old Town Village West Condo Association,1101-1117,N,Crosby,ST,126,17-04-302-055-1001-1126,01/25/2018,01/25/2019,01/25/2019,41.901515636,-87.644687688,"(41.90151563569373, -87.64468768777704)"
1093,PB2017A01093,authorized agent,Residences at 950 West Monroe Condo Assoc,950,W,Monroe,ST,101,17-17-206-016-1001-1208,,02/06/2017,02/06/2017,41.880524949,-87.651692715,"(41.880524948959525, -87.65169271542312)"
3105,PB2020A03105,Attorney,,233,E,Wacker,DR,534,17-10-316-036-0000,,10/09/2020,10/09/2020,41.887790172,-87.621278713,"(41.8877901722575, -87.62127871291348)"
674,PB2016A00674,Authorized Agent,700 West Van Buren Condo Assoc,700,W,Van Buren,ST,97,17-16-117-040-1001-1098,,,10/14/2016,41.876824541,-87.64399042,"(41.87682454141894, -87.64399041997768)"
1461,PB2017A01461,PROPERTY MANAGER,,2116,W,BERTEAU,AVE,6,14-18-312-039-0000,,07/20/2017,07/20/2017,41.957869715,-87.682062635,"(41.9578697145452, -87.68206263531607)"
2106,PB2017A02106,Registered Agent,SL Condominium Association,367,W,Locust,ST,44,17-04-436-062-1001,,12/26/2017,12/26/2017,41.898818641,-87.638371943,"(41.89881864100858, -87.63837194307236)"
74,PB2016A00074,Authorized Agent,Stratford at South Commons Condos,2605,S,Indiana,AVE,207,17-27-305-140-1001-1207,,10/01/2001,07/28/2016,41.84548095,-87.621986117,"(41.84548095020556, -87.62198611694409)"
11,PB2016A00011,Authorized Agent,474 N. Lake Shore Drive Condo Assoc.,474,N,Lake Shore,DR,501,17-10-222-07-1001-1498,,09/17/2008,07/21/2016,41.890629432,-87.614330305,"(41.890629431539466, -87.61433030510585)"
1707,PB2017A01707,Registered Agent,,1921,W,hood,AVE,71,14-06-219-013-0000,,08/11/2017,08/11/2017,41.993007313,-87.678073771,"(41.99300731305026, -87.67807377071048)"
714,PB2016A00714,Registered Agent,Diversey IV LLC,839,W,Diversey,PKWY,52,14-29-406-007-0000,10/05/2016,,10/06/2016,41.932582583,-87.650530617,"(41.93258258256387, -87.65053061655321)"
3062,PB2020A03062,Registered Agent,,4517-4521,N,Central Park,AVE,15,13-14-213-033-1001,,03/10/2020,03/10/2020,41.963434787,-87.717959739,"(41.963434787024475, -87.71795973856861)"
341,PB2016A00341,Property Manager,2028 West Division Condominium Assoc,2028,W,Division,ST,8,17-06-129-056-1001-1014,,,08/03/2016,41.903279236,-87.678444608,"(41.90327923578899, -87.67844460770945)"
2387,PB2018A02387,Chief Financial Officer,,701,W,Buckingham,PL,17,14-21-309-011-0000,,10/10/2018,10/10/2018,41.942630434,-87.647148709,"(41.9426304339287, -87.64714870869042)"
1428,PB2017A01428,Property Manager,,804-810,W,Newport,AVE,7,14-20-410-051-0000,,07/18/2017,07/18/2017,41.944634783,-87.649679955,"(41.94463478309559, -87.64967995507645)"
202,PB2016A00202,Authorized Agent,Dearborn Terrace Condominium Assoc,816-818,N,Dearborn,ST,16,17-04-449-042-1001,,,08/01/2016,41.897198743,-87.62993468,"(41.897198743227044, -87.62993468030518)"
1364,PB2017A01364,property manager,Oakwood King Condo Assoc,405,E,Oakwood,BLVD,39,20-03-203-001-0000,06/05/0017,06/06/2017,06/06/2017,41.822544238,-87.616432231,"(41.82254423839358, -87.61643223085346)"
69,PB2016A00069,Authorized Agent,Manor at Kimbark Condos,5124,S,Kimbark,AVE,44,20-11-400-022-1001-1044,,09/13/2008,07/22/2016,41.801567255,-87.595219017,"(41.80156725483778, -87.59521901677275)"
676,PB2016A00676,President,1 E. Schiller Condo Assoc,1,E,Schiller,ST,78,17-03-104-020-1001,,,10/12/2016,41.907690456,-87.628729415,"(41.90769045551298, -87.62872941523649)"
1080,PB2017A01080,Registered Agent,,5254,S,Dorchester,AVE,97,20-11-409-019-0000,,02/03/2017,02/03/2017,41.79958375,-87.591933873,"(41.79958374990103, -87.59193387284598)"
828,PB2017A00828,Owner,Northtown Village Phase II,1331,N,Burling,ST,,17-04-113-100-1028,,,08/29/2016,41.905790304,-87.647177408,"(41.905790303659536, -87.64717740813605)"
781,PB2016A00781,Owner,Powder 8 Gully LLC Reside on Morse,1340,W,Morse,AVE,110,"11-32-114-012-0000, 11-32-114-001-0000",,,10/11/2016,42.008029839,-87.665354973,"(42.00802983930751, -87.66535497284883)"
1457,PB2017A01457,PROPERTY MANAGER,,1433,N,WELLS,ST,7,17-04-205-049-0000,,07/20/2017,07/20/2017,41.908638203,-87.63448524,"(41.90863820308877, -87.63448523967695)"
1672,PB2017A01672,Property Manager,Catherine Court Condo Assn,5348-5358,N,Cumberland,AVE,499,12-11-119-038-1512,,08/11/2017,08/11/2017,41.976941882,-87.836759494,"(41.97694188181365, -87.8367594940612)"
2977,PB2019A02977,manager,,1902,W,cortland,ST,4,14-31-401-046-0000,,10/30/2019,10/30/2019,41.916091922,-87.675299035,"(41.91609192248327, -87.67529903462369)"
1985,PB2017A01985,Condominium Board President,210 East Pearson Street Condominium Association,210,E,Pearson,ST,61,17-03-227-020-1001-1061,05/10/2016,09/22/2017,09/22/2017,41.897732524,-87.621366962,"(41.89773252403556, -87.62136696186595)"
362,PB2016A00362,Property Manager,Greenleaf on the Lake Condominium Assoc,1219-1231,W,Greenleaf,AVE,45,11-32-111-017-1001-1045,,,08/22/2016,42.010309447,-87.660904584,"(42.01030944722505, -87.66090458419463)"
3137,PB2021A03137,Kalabich Management,,8200-8208,S,Commercial,AVE,22,21-31-228-012 thru 06-0000,,03/30/2021,03/30/2021,41.746427005,-87.551605895,"(41.74642700461494, -87.55160589479286)"
1137,PB2017A01137,authorized agent,Glen Lake No. 1 Condo Assoc,6441,W,Warner,AVE,60,13-18-409-069-1121-1180,01/23/2017,02/23/2017,02/23/2017,41.956196542,-87.788169809,"(41.956196542203, -87.78816980939716)"
5,PB2016A00005,Secretary,Armitage-Howe Condo Assoc.,1962-1964,N,Howe,ST,5,"14-33-302-126-1001-1008,15",,12/07/2014,07/19/2016,41.917851726,-87.645024262,"(41.91785172626145, -87.64502426182004)"
1806,PB2017A01806,AUTHORIZED AGENT,PRAIRIE TOWNHOMES of DEARBORN PARK,1350,S,FEDERAL,ST,1,17212111770000,,08/24/2017,08/24/2017,41.864303664,-87.629547428,"(41.864303663587144, -87.62954742806897)"
687,PB2016A00687,Owner,Midwest Apartments,6,N,Hamlin,BLVD,276,"16-11-312-32-0000, 16-11-312-034-0000, 16-312-033-0000, 16-11-312-027-0000",,,08/29/2016,41.880967624,-87.720906933,"(41.880967623605926, -87.72090693253215)"
663,PB2016A00663,Authorized Agent,345 Fullerton Parkway Condo Assoc,345,W,Fullerton,PKWY,215,14-33-200-016-1001-1226,,,10/03/2016,41.925516848,-87.63822189,"(41.925516848013274, -87.63822188971473)"
